Episode,Total Reward,Attempts,Success,Epsilon
821,171,4,1,0.01632109498333433
822,259,6,1,0.016239489508417658
823,230,5,1,0.01615829206087557
824,176,4,1,0.01607750060057119
825,134,6,0,0.015997113097568336
826,206,4,1,0.015917127532080494
827,200,5,1,0.01583754189442009
828,182,3,1,0.01575835418494799
829,196,4,1,0.01567956241402325
830,181,4,1,0.015601164601953134
831,221,4,1,0.015523158778943369
832,177,3,1,0.015445542985048652
833,167,3,1,0.015368315270123408
834,205,5,1,0.01529147369377279
835,206,4,1,0.015215016325303928
836,211,4,1,0.015138941243677408
837,259,6,1,0.01506324653745902
838,197,3,1,0.014987930304771725
839,186,4,1,0.014912990653247866
840,161,4,1,0.014838425699981627
841,225,5,1,0.01476423357148172
842,167,3,1,0.014690412403624311
843,167,3,1,0.01461696034160619
844,225,5,1,0.014543875539898159
845,186,4,1,0.014471156162198668
846,196,4,1,0.014398800381387675
847,166,4,1,0.014326806379480736
848,239,6,1,0.014255172347583332
849,169,6,0,0.014183896485845416
850,225,5,1,0.014112977003416188
851,187,3,1,0.014042412118399107
852,186,4,1,0.013972200057807112
853,186,4,1,0.013902339057518077
854,210,5,1,0.013832827362230486
855,129,6,0,0.013763663225419333
856,216,4,1,0.013694844909292236
857,210,5,1,0.013626370684745774
858,201,4,1,0.013558238831322046
859,159,6,0,0.013490447637165436
860,186,4,1,0.013422995398979608
861,206,4,1,0.01335588042198471
862,191,4,1,0.013289101019874787
863,236,4,1,0.013222655514775413
864,170,5,1,0.013156542237201536
865,230,5,1,0.013090759526015528
866,196,4,1,0.01302530572838545
867,215,5,1,0.012960179199743523
868,210,5,1,0.012895378303744804
869,176,4,1,0.01283090141222608
870,172,3,1,0.012766746905164949
871,191,4,1,0.012702913170639124
872,172,3,1,0.012639398604785928
873,159,6,0,0.012576201611761997
874,211,4,1,0.012513320603703188
875,187,3,1,0.012450754000684672
876,225,5,1,0.012388500230681249
877,192,3,1,0.012326557729527843
878,245,5,1,0.012264924940880204
879,177,3,1,0.012203600316175803
880,177,3,1,0.012142582314594924
881,196,4,1,0.01208186940302195
882,171,4,1,0.01202146005600684
883,196,4,1,0.011961352755726806
884,167,3,1,0.01190154599194817
885,177,3,1,0.01184203826198843
886,254,6,1,0.011782828070678488
887,216,4,1,0.011723913930325095
888,234,6,1,0.01166529436067347
889,195,5,1,0.011606967888870102
890,201,4,1,0.01154893304942575
891,172,3,1,0.011491188384178622
892,176,4,1,0.011433732442257729
893,196,4,1,0.01137656378004644
894,191,4,1,0.011319680961146208
895,206,4,1,0.011263082556340478
896,181,4,1,0.011206767143558775
897,196,4,1,0.011150733307840981
898,191,4,1,0.011094979641301777
899,201,4,1,0.011039504743095268
900,206,4,1,0.01098430721937979
901,124,6,0,0.010929385683282892
902,181,4,1,0.010874738754866477
903,186,4,1,0.010820365061092144
904,205,5,1,0.010766263235786683
905,186,4,1,0.01071243191960775
906,177,3,1,0.010658869760009713
907,162,3,1,0.010605575411209664
908,172,3,1,0.010552547534153616
909,197,3,1,0.010499784796482848
910,245,5,1,0.010447285872500434
911,191,4,1,0.01039504944313793
912,171,4,1,0.010343074195922241
913,167,3,1,0.01029135882494263
914,163,2,1,0.010239902030817916
915,172,3,1,0.010188702520663827
916,304,6,1,0.010137759008060509
917,265,5,1,0.010087070213020206
918,230,5,1,0.010036634861955105
919,181,4,1,0.01
920,197,3,1,0.01
921,177,3,1,0.01
922,197,3,1,0.01
923,176,4,1,0.01
924,191,4,1,0.01
925,211,4,1,0.01
926,181,4,1,0.01
927,201,4,1,0.01
928,186,4,1,0.01
929,171,4,1,0.01
930,197,3,1,0.01
931,166,4,1,0.01
932,201,4,1,0.01
933,197,3,1,0.01
934,172,3,1,0.01
935,202,3,1,0.01
936,186,4,1,0.01
937,240,5,1,0.01
938,186,4,1,0.01
939,304,6,1,0.01
940,182,3,1,0.01
941,230,5,1,0.01
942,177,3,1,0.01
943,167,3,1,0.01
944,197,3,1,0.01
945,177,3,1,0.01
946,221,4,1,0.01
947,220,5,1,0.01
948,161,4,1,0.01
949,191,4,1,0.01
950,216,4,1,0.01
951,172,3,1,0.01
952,196,4,1,0.01
953,167,3,1,0.01
954,177,3,1,0.01
955,235,5,1,0.01
956,191,4,1,0.01
957,240,5,1,0.01
958,177,3,1,0.01
959,124,6,0,0.01
960,191,4,1,0.01
961,181,4,1,0.01
962,234,6,1,0.01
963,167,3,1,0.01
964,220,5,1,0.01
965,181,4,1,0.01
966,245,5,1,0.01
967,221,4,1,0.01
968,201,4,1,0.01
969,181,4,1,0.01
970,162,3,1,0.01
971,264,6,1,0.01
972,186,4,1,0.01
973,196,4,1,0.01
974,191,4,1,0.01
975,182,3,1,0.01
976,216,4,1,0.01
977,197,3,1,0.01
978,186,4,1,0.01
979,176,4,1,0.01
980,235,5,1,0.01
981,176,4,1,0.01
982,176,4,1,0.01
983,168,2,1,0.01
984,191,4,1,0.01
985,215,5,1,0.01
986,166,4,1,0.01
987,224,6,1,0.01
988,170,5,1,0.01
989,191,4,1,0.01
990,220,5,1,0.01
991,176,4,1,0.01
992,254,6,1,0.01
993,206,4,1,0.01
994,172,3,1,0.01
995,181,4,1,0.01
996,185,5,1,0.01
997,197,3,1,0.01
998,163,2,1,0.01
999,153,2,1,0.01
1000,234,6,1,0.01
